isbot	hit_id	htagent	htlang	remote_ip_present	local_ip_present	rt_ip_eq_ip	chromestring	fonts_count	vendor	productSub	maxTouchPoints	connection_effectiveType	connection_rtt	connection_downlink	connection_saveData	connection_type	connection_downlinkMax	userActivation_hasBeenActive	userActivation_isActive	plugins_length	mimeTypes_length	hardwareConcurrency	deviceMemory	cookieEnabled	platform	language	languages	userAgent	browser_name	browser_version	os_name	os_version	model	availWidth	availHeight	width	height	orientation_angle	orientation_type	devicePixelRatio	innerWidth	innerHeight	outerWidth	outerHeight	clientWidth	clientHeight	scrollWidth	visualViewport_offsetLeft	visualViewport_offsetTop	visualViewport_pageLeft	visualViewport_pageTop	visualViewport_width	visualViewport_height	visualViewport_scale	locationbar_visible	3379	3410	3412	3413	3414	3415	34024	34047	34076	34921	34930	35661	36347	36348	36349	7936	7937	7938	35724	37445	37446	application_ogg	application_mp4	application_octet-stream	audio_3gpp	audio_3gpp2	audio_aac	audio_x-aac	audio_aiff	audio_x-aiff	audio_ac3	audio_basic	audio_flac	audio_x-flac	audio_mid	audio_midi	audio_x-midi	audio_mpeg	audio_x-mpeg	audio_mpegurl	audio_x-mpegurl	audio_mp4	audio_ogg	audio_wav	audio_wave	audio_x-wav	audio_x-pn-wav	video_3gpp	video_3gpp2	video_avi	video_mp4	video_x-mpeg	video_ogg	video_x-matroska	audio_webm	video_webm	Times New Roman	arial	Arial	Courier New	georgia	Georgia	times	Times	Courier	verdana	Verdana	Tahoma	tahoma	Roboto	Helvetica	Arial Black	Arial Narrow	Lucida Console	MS Serif	Microsoft Sans Serif	MS Sans Serif	Palatino Linotype	Palatino	Monaco	Baskerville	Comic Sans MS	Lucida Sans Unicode	Trebuchet MS	symbol	Symbol	Segoe UI Symbol	Microsoft JhengHei	Microsoft JhengHei Light	Microsoft JhengHei Regular	impact	Impact	Wingdings	webdings	Webdings	MS Gothic	marlett	Segoe UI Semibold	Marlett	Corbel	corbel	Segoe UI Light	Segoe UI	Segoe Script	Sylfaen	sylfaen	MS PGothic	Segoe Print	Gabriola	Segoe UI Black	calibri	Calibri	Ebrima	ebrima	Cambria Math	Corbel Light	Franklin Gothic Medium	Consolas	Microsoft YaHei	Calibri Light	Candara	Cambria	cambria	Constantia	Microsoft YaHei Light	Franklin Gothic Heavy	MS UI Gothic	SimSun	Mongolian Baiti	Candara Light	Microsoft Yi Baiti	Microsoft Himalaya	Microsoft Tai Le	Microsoft New Tai Lue	Microsoft PhagsPa	MV Boli	NSimSun	Malgun Gothic	SimSun-ExtB	PMingLiU-ExtB	MingLiU-ExtB	MingLiU_HKSCS-ExtB	FontAwesome	Microsoft JhengHei UI	Microsoft JhengHei UI Light	Microsoft JhengHei UI Regular	Microsoft YaHei UI	Microsoft YaHei UI Light	Nirmala UI	Gadugi	GADUGI	Segoe UI Emoji	Leelawadee UI	Myanmar Text	Sitka Heading	Sitka Subheading	Sitka Small	Sitka Text	Sitka Banner	Yu Gothic Light	Sitka Display	Yu Gothic	Yu Gothic Medium	Javanese Text	Yu Gothic Regular	Segoe UI Historic	Yu Gothic UI Light	Yu Gothic UI	Yu Gothic UI Semibold	Yu Gothic UI Regular	Segoe MDL2 Assets	MS Reference Sans Serif	Garamond	Book Antiqua	Century Gothic	Bookman Old Style	Century	CENTURY	MS Reference Specialty	Monotype Corsiva	MT Extra	Ink Free	Bahnschrift Light	Bahnschrift SemiBold	Bahnschrift	Baskerville Old Face	Mistral	MISTRAL	Tempus Sans ITC	Lucida Handwriting	Freestyle Script	Kristen ITC	Juice ITC	Brush Script MT	Lucida Bright	Berlin Sans FB	Stencil	STENCIL	Bell MT	Playbill	PLAYBILL	Onyx	Harrington	ONYX	Colonna MT	Wide Latin	Matura MT Script Capitals	Lucida Fax	Lucida Calligraphy	Old English Text MT	Ravie	RAVIE	JOKERMAN	Poor Richard	Jokerman	Snap ITC	Vivaldi	Showcard Gothic	Niagara Solid	Niagara Engraved	Parchment	Kunstler Script	Vladimir Script	Magneto	Chiller	CHILLER	Centaur	Informal Roman	CENTAUR	Algerian	Viner Hand ITC	Californian FB	Broadway	High Tower Text	Cooper Black	Bernard MT Condensed	Footlight MT Light	HoloLens MDL2 Assets	MS Outlook	PAPYRUS	Papyrus	Haettenschweiler	Bradley Hand ITC	French Script MT	Pristina	PRISTINA	Papyrus Condensed	Rockwell	Lucida Sans	Franklin Gothic Book	Century Schoolbook	Lucida Sans Typewriter	Agency FB	Gill Sans MT	Copperplate Gothic Light	Perpetua	Edwardian Script ITC	Curlz MT	Tw Cen MT	Gill Sans MT Condensed	Engravers MT	Rockwell Condensed	Perpetua Titling MT	Imprint MT Shadow	Goudy Old Style	Calisto MT	Microsoft Uighur	Felix Titling	Tw Cen MT Condensed	Maiandra GD	Blackadder ITC	Copperplate Gothic	Palace Script MT	Elephant	Goudy Stout	Gigi	GIGI	Castellar	Bodoni MT	Bodoni MT Black	Bodoni MT Condensed	Forte	FORTE	Leelawadee	RAGE	Arial Unicode MS	MS Mincho	PMingLiU	Gulim	Dotum	GulimChe	DotumChe	MingLiU_HKSCS	MingLiU	meiryo	Meiryo	Meiryo UI	DUBAI	Plantagenet Cherokee	Latha	MS PMincho	Estrangelo Edessa	Batang	Vijaya	SimHei	Rod	Aharoni	Narkisim	Miriam	Levenim MT	Gisha	FrankRuehl	David	Miriam Fixed	Mangal	Tunga	Raavi	Gautami	Shruti	Vrinda	Andalus	Kartika	BrowalliaUPC	Angsana New	Traditional Arabic	Browallia New	Arabic Typesetting	Simplified Arabic	BatangChe	Gungsuh	GungsuhChe	CordiaUPC	Sakkal Majalla	AngsanaUPC	EucrosiaUPC	Kokila	Simplified Arabic Fixed	Utsaah	Nyala	Aparajita	JasmineUPC	FreesiaUPC	Cordia New	IrisUPC	DilleniaUPC	Lao UI	Kalinga	LilyUPC	Iskoola Pota	Khmer UI	DaunPenh	KodchiangUPC	Vani	DokChampa	Euphemia
	477	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36	ru,en-US;q=0.9,en;q=0.8,fr;q=0.7,la;q=0.6	1	0	1	1	228	Google Inc.	20030107	0	4g	150	2.6	0	0	0	0	0	5	2	12	8	0	Win32	ru	ru,en-US,en,fr,la	same_as_ht	Chrome	96	Windows	10	undefined	1536	824	1536	864	0	landscape-primary	1.25	894	664	1536	824	877	664	877	0	0	0	0	876.79998779297	664	1	0	16384	8	8	8	24	0	16384	0	16384	16	16	32	4096	30	1024	WebKit	WebKit WebGL	WebGL 1.0 (OpenGL ES 2.0 Chromium)	WebGL GLSL ES 1.0 (OpenGL ES GLSL ES 1.0 Chromium)	Google Inc. (AMD)	ANGLE (AMD, AMD Radeon(TM) Graphics Direct3D11 vs_5_0 ps_5_0, D3D11-27.20.11022.14001)	0.5	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	0.5	0.5	0.5	-1	0.5	-1	0.5	-1	-1	0.5	-1	0.5	-1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
